Number of Connectives: Mendes Additive Connectives,Number of Connectives: Mendes All Connectives,Number of Connectives: Mendes Causal Connectives,Number of Connectives: Mendes Concessive Connectives,Number of Connectives: Mendes Single-Word Connectives,Number of Connectives: Mendes Temporal Connectives,Cohesive Complexity Feature: Mendes Additive Connectives per Token,Cohesive Complexity Feature: Mendes All Connectives per Token,Cohesive Complexity Feature: Mendes Causal Connectives per Token,Cohesive Complexity Feature: Mendes Concessive Connectives per Token,Cohesive Complexity Feature: Mendes Single-Word Connectives per Connective,Proficiency
8,30,2,1,30,0,0.036529680365297,0.136986301369863,0.009132420091324,0.004566210045662,1,2
9,35,1,0,35,0,0.03125,0.121527777777778,0.003472222222222,0,1,2
14,33,4,0,33,0,0.046822742474916,0.110367892976589,0.013377926421405,0,1,2
8,41,7,0,41,0,0.02846975088968,0.145907473309609,0.02491103202847,0,1,2
5,9,2,0,9,0,0.048076923076923,0.086538461538462,0.019230769230769,0,1,2
0,4,1,0,4,0,0,0.075471698113208,0.018867924528302,0,1,2
18,41,3,0,41,0,0.070588235294118,0.16078431372549,0.011764705882353,0,1,2
9,20,1,0,20,0,0.05625,0.125,0.00625,0,1,2
14,36,0,0,36,1,0.042553191489362,0.109422492401216,0,0,1,2
10,31,0,0,31,0,0.035211267605634,0.109154929577465,0,0,1,2
9,18,0,0,18,0,0.054878048780488,0.109756097560976,0,0,1,2
4,19,3,0,19,0,0.019704433497537,0.093596059113301,0.014778325123153,0,1,2
3,23,0,1,23,0,0.011538461538462,0.088461538461539,0,0.003846153846154,1,2
7,27,1,2,27,1,0.025925925925926,0.1,0.003703703703704,0.007407407407407,1,2
7,32,0,0,32,0,0.026615969581749,0.121673003802281,0,0,1,2
7,25,1,0,25,0,0.032258064516129,0.115207373271889,0.004608294930876,0,1,2
4,23,1,0,23,0,0.021857923497268,0.12568306010929,0.005464480874317,0,1,2
7,12,0,0,12,1,0.053435114503817,0.091603053435115,0,0,1,2
5,26,0,1,26,0,0.023148148148148,0.12037037037037,0,0.00462962962963,1,2
1,19,3,0,19,1,0.007352941176471,0.139705882352941,0.022058823529412,0,1,2
5,21,2,0,21,1,0.026041666666667,0.109375,0.010416666666667,0,1,2
9,22,0,1,22,1,0.044776119402985,0.109452736318408,0,0.004975124378109,1,2
3,20,2,1,20,0,0.016304347826087,0.108695652173913,0.010869565217391,0.005434782608696,1,2
3,17,1,0,17,0,0.018518518518519,0.104938271604938,0.006172839506173,0,1,2
4,20,1,0,20,2,0.03030303030303,0.151515151515152,0.007575757575758,0,1,2
10,41,4,1,41,1,0.024271844660194,0.099514563106796,0.009708737864078,0.002427184466019,1,2
9,21,1,0,21,0,0.03862660944206,0.090128755364807,0.004291845493562,0,1,2
11,23,0,0,23,0,0.048888888888889,0.102222222222222,0,0,1,2
16,24,2,1,24,0,0.056140350877193,0.08421052631579,0.007017543859649,0.003508771929825,1,2
17,37,4,0,37,0,0.069105691056911,0.150406504065041,0.016260162601626,0,1,2
4,11,2,0,11,0,0.02962962962963,0.081481481481482,0.014814814814815,0,1,2
9,23,2,0,23,1,0.040909090909091,0.104545454545455,0.009090909090909,0,1,2
4,36,8,0,36,2,0.010695187165775,0.096256684491979,0.021390374331551,0,1,2
21,50,3,0,50,3,0.054263565891473,0.129198966408269,0.007751937984496,0,1,2
16,32,4,0,32,1,0.058181818181818,0.116363636363636,0.014545454545455,0,1,2
10,30,3,0,30,2,0.042016806722689,0.126050420168067,0.012605042016807,0,1,2
3,15,0,0,15,0,0.017045454545455,0.085227272727273,0,0,1,2
19,51,5,2,51,2,0.03405017921147,0.091397849462366,0.008960573476703,0.003584229390681,1,2
16,49,3,1,49,0,0.029143897996357,0.089253187613843,0.005464480874317,0.001821493624772,1,2
24,65,4,5,65,3,0.040609137055838,0.109983079526227,0.006768189509306,0.008460236886633,1,2
26,55,4,0,55,3,0.049618320610687,0.104961832061069,0.00763358778626,0,1,2
17,51,6,2,51,1,0.028475711892797,0.085427135678392,0.010050251256281,0.003350083752094,1,2
20,57,7,3,57,1,0.035026269702277,0.099824868651489,0.012259194395797,0.005253940455342,1,2
29,72,5,0,72,1,0.047619047619048,0.118226600985222,0.008210180623974,0,1,2
22,53,7,1,53,3,0.046808510638298,0.112765957446809,0.014893617021277,0.002127659574468,1,2
24,59,7,1,59,3,0.042328042328042,0.104056437389771,0.012345679012346,0.001763668430335,1,2
23,61,3,1,61,2,0.044061302681992,0.116858237547893,0.005747126436782,0.001915708812261,1,2
22,53,1,0,53,2,0.042226487523992,0.101727447216891,0.001919385796545,0,1,2
21,63,4,0,63,3,0.043121149897331,0.129363449691992,0.008213552361396,0,1,2
15,58,12,1,58,1,0.027372262773723,0.105839416058394,0.021897810218978,0.001824817518248,1,2
8,55,7,1,55,0,0.014440433212996,0.09927797833935,0.012635379061372,0.001805054151625,1,2
21,45,3,0,45,2,0.037837837837838,0.081081081081081,0.005405405405405,0,1,2
22,73,6,1,73,3,0.040590405904059,0.134686346863469,0.011070110701107,0.001845018450185,1,2
22,64,8,0,64,5,0.043650793650794,0.126984126984127,0.015873015873016,0,1,2
17,36,0,0,36,0,0.068548387096774,0.145161290322581,0,0,1,2
7,12,1,0,12,0,0.051094890510949,0.087591240875912,0.007299270072993,0,1,2
9,20,1,0,20,1,0.052023121387283,0.115606936416185,0.005780346820809,0,1,2
19,35,3,0,35,3,0.06959706959707,0.128205128205128,0.010989010989011,0,1,2
10,44,10,0,44,2,0.030211480362538,0.132930513595166,0.030211480362538,0,1,2
14,44,4,0,44,1,0.046052631578947,0.144736842105263,0.013157894736842,0,1,2
11,41,7,0,41,0,0.041825095057034,0.155893536121673,0.026615969581749,0,1,2
22,70,7,2,70,4,0.038394415357766,0.12216404886562,0.012216404886562,0.003490401396161,1,2
25,62,4,0,62,2,0.057339449541284,0.142201834862385,0.009174311926606,0,1,2
12,39,1,0,39,3,0.045627376425856,0.14828897338403,0.003802281368821,0,1,2
2,24,1,0,24,1,0.010050251256281,0.120603015075377,0.005025125628141,0,1,2
17,36,4,0,36,0,0.051987767584098,0.110091743119266,0.012232415902141,0,1,2
10,31,3,0,31,2,0.048076923076923,0.149038461538462,0.014423076923077,0,1,2
9,43,5,1,43,3,0.027777777777778,0.132716049382716,0.015432098765432,0.003086419753086,1,2
8,31,2,1,31,2,0.032,0.124,0.008,0.004,1,2
7,37,7,1,37,4,0.023972602739726,0.126712328767123,0.023972602739726,0.003424657534247,1,2
16,53,8,1,53,3,0.045197740112994,0.149717514124294,0.022598870056497,0.002824858757062,1,2
11,32,5,0,32,3,0.033434650455927,0.09726443768997,0.015197568389058,0,1,2
7,31,4,0,31,1,0.021671826625387,0.095975232198142,0.012383900928793,0,1,2
11,32,2,1,32,2,0.048458149779736,0.140969162995595,0.008810572687225,0.004405286343612,1,2
4,33,6,0,33,0,0.017621145374449,0.145374449339207,0.026431718061674,0,1,2
14,44,0,1,44,0,0.056224899598394,0.176706827309237,0,0.004016064257028,1,2
13,32,2,0,32,0,0.050387596899225,0.124031007751938,0.007751937984496,0,1,2
8,28,4,0,28,2,0.036697247706422,0.128440366972477,0.018348623853211,0,1,2
10,35,3,1,35,1,0.04,0.14,0.012,0.004,1,2
6,28,4,0,28,0,0.024193548387097,0.112903225806452,0.016129032258065,0,1,2
12,33,2,0,33,0,0.048387096774194,0.133064516129032,0.008064516129032,0,1,2
3,19,3,0,19,3,0.016304347826087,0.103260869565217,0.016304347826087,0,1,2
8,34,3,2,34,1,0.03960396039604,0.168316831683168,0.014851485148515,0.00990099009901,1,2
16,36,2,0,36,5,0.070175438596491,0.157894736842105,0.008771929824561,0,1,2
17,28,0,0,28,1,0.070247933884298,0.115702479338843,0,0,1,2
3,33,3,0,33,1,0.014285714285714,0.157142857142857,0.014285714285714,0,1,2
7,25,1,0,25,1,0.03954802259887,0.141242937853107,0.005649717514124,0,1,2
10,31,1,1,31,1,0.038167938931298,0.118320610687023,0.00381679389313,0.00381679389313,1,2
16,37,1,1,37,1,0.062256809338521,0.143968871595331,0.003891050583658,0.003891050583658,1,2
20,36,2,0,36,2,0.068965517241379,0.124137931034483,0.006896551724138,0,1,2
13,34,4,0,34,2,0.04421768707483,0.115646258503401,0.013605442176871,0,1,2
8,28,1,0,28,1,0.030075187969925,0.105263157894737,0.003759398496241,0,1,2
18,43,5,0,43,2,0.049046321525886,0.11716621253406,0.013623978201635,0,1,2
15,37,1,0,37,3,0.045592705167173,0.112462006079027,0.003039513677812,0,1,2
14,37,3,0,37,2,0.036745406824147,0.097112860892389,0.007874015748032,0,1,2
12,51,0,1,51,1,0.039473684210526,0.167763157894737,0,0.003289473684211,1,2
17,34,2,1,34,1,0.050295857988166,0.100591715976331,0.005917159763314,0.002958579881657,1,2
8,28,1,1,28,1,0.037209302325581,0.130232558139535,0.004651162790698,0.004651162790698,1,2
15,47,2,0,47,2,0.04885993485342,0.153094462540717,0.006514657980456,0,1,2
11,35,3,1,35,1,0.031518624641834,0.100286532951289,0.008595988538682,0.002865329512894,1,2
15,37,3,0,37,2,0.047021943573668,0.115987460815047,0.009404388714734,0,1,2
20,47,4,0,47,1,0.049382716049383,0.116049382716049,0.009876543209877,0,1,2
2,13,1,0,13,0,0.012121212121212,0.078787878787879,0.006060606060606,0,1,2
7,17,4,0,17,0,0.049645390070922,0.120567375886525,0.028368794326241,0,1,2
3,20,1,0,20,2,0.026315789473684,0.175438596491228,0.008771929824561,0,1,2
2,12,0,0,12,1,0.03125,0.1875,0,0,1,2
3,13,1,0,13,2,0.01948051948052,0.084415584415584,0.006493506493506,0,1,2
1,5,0,0,5,1,0.02,0.1,0,0,1,2
6,31,1,1,31,0,0.02247191011236,0.116104868913858,0.00374531835206,0.00374531835206,1,3
5,19,4,0,19,0,0.029069767441861,0.11046511627907,0.023255813953488,0,1,3
8,41,6,0,41,1,0.025157232704403,0.128930817610063,0.018867924528302,0,1,3
6,19,2,0,19,1,0.046511627906977,0.147286821705426,0.015503875968992,0,1,3
2,10,1,0,10,1,0.010050251256281,0.050251256281407,0.005025125628141,0,1,3
8,14,0,0,14,0,0.047058823529412,0.082352941176471,0,0,1,3
6,11,0,0,11,0,0.024590163934426,0.045081967213115,0,0,1,3
7,22,0,0,22,0,0.032110091743119,0.100917431192661,0,0,1,3
8,37,1,0,37,0,0.025396825396825,0.117460317460317,0.003174603174603,0,1,3
5,11,5,0,11,0,0.040983606557377,0.09016393442623,0.040983606557377,0,1,3
10,24,2,0,24,0,0.041666666666667,0.1,0.008333333333333,0,1,3
14,50,2,0,50,1,0.030837004405286,0.110132158590308,0.004405286343612,0,1,3
5,41,6,0,41,0,0.010224948875256,0.083844580777096,0.012269938650307,0,1,3
20,88,8,1,88,2,0.034071550255537,0.149914821124361,0.013628620102215,0.001703577512777,1,3
11,52,3,0,52,1,0.019434628975265,0.091872791519435,0.00530035335689,0,1,3
11,42,3,0,42,2,0.022448979591837,0.085714285714286,0.006122448979592,0,1,3
11,49,7,0,49,0,0.030555555555556,0.136111111111111,0.019444444444444,0,1,3
8,41,3,0,41,0,0.025157232704403,0.128930817610063,0.009433962264151,0,1,3
16,41,2,0,41,0,0.03960396039604,0.101485148514851,0.004950495049505,0,1,3
8,45,5,1,45,1,0.022792022792023,0.128205128205128,0.014245014245014,0.002849002849003,1,3
10,46,2,0,46,2,0.032679738562092,0.150326797385621,0.006535947712418,0,1,3
11,39,3,0,39,1,0.03013698630137,0.106849315068493,0.008219178082192,0,1,3
7,66,4,1,66,2,0.009320905459387,0.087882822902796,0.005326231691079,0.00133155792277,1,3
14,61,3,0,61,0,0.024866785079929,0.108348134991119,0.005328596802842,0,1,3
1,15,2,0,15,1,0.008547008547009,0.128205128205128,0.017094017094017,0,1,3
4,14,0,0,14,1,0.033898305084746,0.11864406779661,0,0,1,3
11,26,2,0,26,1,0.076388888888889,0.180555555555556,0.013888888888889,0,1,3
11,26,2,0,26,0,0.05699481865285,0.134715025906736,0.010362694300518,0,1,3
3,14,0,0,14,0,0.033707865168539,0.157303370786517,0,0,1,3
2,7,1,0,7,0,0.03921568627451,0.137254901960784,0.019607843137255,0,1,3
7,14,1,0,14,1,0.053435114503817,0.106870229007634,0.00763358778626,0,1,3
2,7,1,0,7,1,0.030769230769231,0.107692307692308,0.015384615384615,0,1,3
6,36,5,0,36,2,0.021818181818182,0.130909090909091,0.018181818181818,0,1,3
14,32,5,0,32,1,0.058823529411765,0.134453781512605,0.021008403361345,0,1,3
13,26,0,1,26,1,0.067708333333333,0.135416666666667,0,0.005208333333333,1,3
2,10,1,0,10,0,0.020618556701031,0.103092783505155,0.010309278350516,0,1,3
6,13,0,0,13,0,0.041666666666667,0.090277777777778,0,0,1,3
2,13,1,0,13,2,0.02020202020202,0.131313131313131,0.01010101010101,0,1,3
1,8,3,0,8,0,0.015151515151515,0.121212121212121,0.045454545454546,0,1,3
1,9,1,0,9,1,0.01219512195122,0.109756097560976,0.01219512195122,0,1,3
4,31,3,0,31,1,0.016393442622951,0.127049180327869,0.012295081967213,0,1,3
4,27,6,1,27,3,0.023809523809524,0.160714285714286,0.035714285714286,0.005952380952381,1,3
10,25,0,0,25,3,0.057142857142857,0.142857142857143,0,0,1,3
6,16,3,0,16,1,0.050847457627119,0.135593220338983,0.025423728813559,0,1,3
12,23,3,0,23,2,0.0625,0.119791666666667,0.015625,0,1,3
1,7,0,0,7,0,0.021739130434783,0.152173913043478,0,0,1,3
1,10,1,0,10,0,0.018867924528302,0.188679245283019,0.018867924528302,0,1,3
1,12,0,0,12,1,0.011627906976744,0.13953488372093,0,0,1,3
2,6,1,0,6,0,0.033333333333333,0.1,0.016666666666667,0,1,3
1,4,1,0,4,0,0.010869565217391,0.043478260869565,0.010869565217391,0,1,3
1,21,1,0,21,1,0.005347593582888,0.112299465240642,0.005347593582888,0,1,3
1,11,1,1,11,0,0.012345679012346,0.135802469135802,0.012345679012346,0.012345679012346,1,3
6,14,3,0,14,1,0.048780487804878,0.113821138211382,0.024390243902439,0,1,3
12,23,1,0,23,0,0.064171122994652,0.122994652406417,0.005347593582888,0,1,3
7,26,0,1,26,0,0.033980582524272,0.12621359223301,0,0.004854368932039,1,3
26,42,0,0,42,0,0.089041095890411,0.143835616438356,0,0,1,3
10,24,2,0,24,0,0.046948356807512,0.112676056338028,0.009389671361502,0,1,3
16,30,0,1,30,0,0.057761732851986,0.108303249097473,0,0.003610108303249,1,3
11,37,2,0,37,0,0.042145593869732,0.14176245210728,0.007662835249042,0,1,3
10,29,2,0,29,0,0.038461538461539,0.111538461538462,0.007692307692308,0,1,3
9,30,0,0,30,1,0.030612244897959,0.102040816326531,0,0,1,3
4,25,4,0,25,0,0.017699115044248,0.110619469026549,0.017699115044248,0,1,3
4,16,1,0,16,0,0.024096385542169,0.096385542168675,0.006024096385542,0,1,3
12,22,0,0,22,0,0.037151702786378,0.068111455108359,0,0,1,1
15,43,3,1,43,6,0.034090909090909,0.097727272727273,0.006818181818182,0.002272727272727,1,1
2,10,1,0,10,0,0.043478260869565,0.217391304347826,0.021739130434783,0,1,1
2,4,0,0,4,0,0.022727272727273,0.045454545454546,0,0,1,1
1,19,1,0,19,0,0.006060606060606,0.115151515151515,0.006060606060606,0,1,1
5,22,4,0,22,0,0.052631578947368,0.231578947368421,0.042105263157895,0,1,1
6,12,1,0,12,0,0.049180327868853,0.098360655737705,0.008196721311475,0,1,1
6,12,0,0,12,1,0.051724137931035,0.103448275862069,0,0,1,1
2,12,0,0,12,0,0.021052631578947,0.126315789473684,0,0,1,1
10,33,2,0,33,1,0.031948881789137,0.105431309904153,0.006389776357827,0,1,1
4,9,1,0,9,0,0.032520325203252,0.073170731707317,0.008130081300813,0,1,1
7,20,3,0,20,1,0.02928870292887,0.083682008368201,0.01255230125523,0,1,1
13,29,1,0,29,0,0.044982698961938,0.100346020761246,0.003460207612457,0,1,1
2,15,1,0,15,0,0.017391304347826,0.130434782608696,0.008695652173913,0,1,1
4,28,1,0,28,1,0.015209125475285,0.106463878326996,0.003802281368821,0,1,1
5,19,2,0,19,0,0.023923444976077,0.090909090909091,0.009569377990431,0,1,1
9,17,2,0,17,1,0.056603773584906,0.106918238993711,0.012578616352201,0,1,1
5,23,3,1,23,0,0.029585798816568,0.136094674556213,0.017751479289941,0.005917159763314,1,1
2,24,1,0,24,1,0.012738853503185,0.152866242038217,0.006369426751592,0,1,1
3,14,0,0,14,2,0.02,0.093333333333333,0,0,1,1
6,11,2,0,11,0,0.078947368421053,0.144736842105263,0.026315789473684,0,1,1
8,22,3,0,22,0,0.035714285714286,0.098214285714286,0.013392857142857,0,1,1
3,13,3,0,13,1,0.024390243902439,0.105691056910569,0.024390243902439,0,1,1
13,21,1,0,21,0,0.07027027027027,0.113513513513514,0.005405405405405,0,1,1
7,33,5,0,33,2,0.023648648648649,0.111486486486486,0.016891891891892,0,1,1
3,15,3,0,15,0,0.018181818181818,0.090909090909091,0.018181818181818,0,1,1
1,12,3,0,12,0,0.008695652173913,0.104347826086957,0.026086956521739,0,1,1
7,21,1,0,21,1,0.037634408602151,0.112903225806452,0.005376344086022,0,1,1
2,13,1,0,13,0,0.015503875968992,0.10077519379845,0.007751937984496,0,1,1
3,16,1,0,16,1,0.018181818181818,0.096969696969697,0.006060606060606,0,1,1
3,7,1,0,7,0,0.042253521126761,0.098591549295775,0.014084507042254,0,1,1
9,23,2,0,23,1,0.050279329608939,0.128491620111732,0.011173184357542,0,1,1
4,9,1,0,9,0,0.028985507246377,0.065217391304348,0.007246376811594,0,1,1
15,28,3,0,28,2,0.069444444444444,0.12962962962963,0.013888888888889,0,1,1
7,15,2,0,15,0,0.045751633986928,0.098039215686275,0.013071895424837,0,1,1
9,26,4,0,26,2,0.064285714285714,0.185714285714286,0.028571428571429,0,1,1
14,23,1,0,23,2,0.088607594936709,0.145569620253165,0.006329113924051,0,1,2
5,20,1,0,20,1,0.024271844660194,0.097087378640777,0.004854368932039,0,1,2
6,17,3,0,17,1,0.041666666666667,0.118055555555556,0.020833333333333,0,1,2
4,9,1,0,9,0,0.019417475728155,0.04368932038835,0.004854368932039,0,1,2
8,21,3,0,21,0,0.04040404040404,0.106060606060606,0.015151515151515,0,1,2
8,22,1,0,22,0,0.037558685446009,0.103286384976526,0.004694835680751,0,1,2
7,27,1,0,27,0,0.027667984189723,0.106719367588933,0.00395256916996,0,1,2
11,29,0,0,29,0,0.046808510638298,0.123404255319149,0,0,1,2
14,36,6,0,36,0,0.043887147335423,0.112852664576803,0.018808777429467,0,1,2
6,30,2,0,30,3,0.032432432432432,0.162162162162162,0.010810810810811,0,1,2
10,44,4,0,44,0,0.024875621890547,0.109452736318408,0.009950248756219,0,1,2
6,28,1,0,28,1,0.032608695652174,0.152173913043478,0.005434782608696,0,1,2
10,36,3,0,36,1,0.0355871886121,0.128113879003559,0.01067615658363,0,1,2
14,38,2,0,38,0,0.055118110236221,0.149606299212598,0.007874015748032,0,1,2
4,26,5,0,26,1,0.019512195121951,0.126829268292683,0.024390243902439,0,1,2
11,19,0,0,19,0,0.056701030927835,0.097938144329897,0,0,1,2
4,15,1,0,15,0,0.028985507246377,0.108695652173913,0.007246376811594,0,1,2
3,4,0,0,4,0,0.023255813953488,0.031007751937985,0,0,1,2
5,21,0,1,21,2,0.023148148148148,0.097222222222222,0,0.00462962962963,1,2
11,29,0,1,29,0,0.041353383458647,0.109022556390977,0,0.003759398496241,1,2
12,33,2,0,33,0,0.03448275862069,0.094827586206897,0.005747126436782,0,1,2
9,33,2,0,33,0,0.03169014084507,0.116197183098592,0.007042253521127,0,1,2
14,28,0,0,28,0,0.053639846743295,0.10727969348659,0,0,1,2
7,31,5,0,31,0,0.026923076923077,0.119230769230769,0.019230769230769,0,1,2
7,19,4,0,19,0,0.041176470588235,0.111764705882353,0.023529411764706,0,1,2
4,8,1,0,8,0,0.04040404040404,0.080808080808081,0.01010101010101,0,1,2
7,31,3,0,31,0,0.027888446215139,0.123505976095618,0.01195219123506,0,1,2
6,17,0,0,17,2,0.035294117647059,0.1,0,0,1,2
3,20,1,0,20,0,0.012765957446809,0.085106382978723,0.004255319148936,0,1,2
9,21,0,0,21,0,0.049723756906077,0.116022099447514,0,0,1,2
1,9,1,0,9,1,0.009009009009009,0.081081081081081,0.009009009009009,0,1,2
6,34,2,0,34,0,0.020761245674741,0.117647058823529,0.006920415224914,0,1,2
8,30,4,0,30,2,0.024464831804281,0.091743119266055,0.012232415902141,0,1,2
9,29,3,0,29,0,0.036585365853659,0.117886178861789,0.01219512195122,0,1,2
8,21,1,0,21,0,0.030888030888031,0.081081081081081,0.003861003861004,0,1,2
7,22,2,0,22,0,0.029787234042553,0.093617021276596,0.008510638297872,0,1,2
4,27,1,0,27,4,0.01673640167364,0.112970711297071,0.00418410041841,0,1,2
16,46,2,0,46,2,0.047477744807122,0.136498516320475,0.00593471810089,0,1,2
14,49,5,1,49,1,0.045454545454546,0.159090909090909,0.016233766233766,0.003246753246753,1,2
11,47,3,0,47,4,0.034700315457413,0.148264984227129,0.009463722397476,0,1,2
7,61,6,0,61,2,0.018276762402089,0.159268929503916,0.015665796344648,0,1,2
11,48,2,0,48,2,0.035369774919614,0.154340836012862,0.006430868167203,0,1,2
8,47,0,0,47,2,0.024691358024691,0.145061728395062,0,0,1,2
11,42,2,0,42,3,0.03886925795053,0.148409893992933,0.007067137809187,0,1,2
6,31,4,0,31,4,0.022222222222222,0.114814814814815,0.014814814814815,0,1,2
12,37,2,0,37,0,0.045112781954887,0.139097744360902,0.007518796992481,0,1,2
14,25,2,0,25,0,0.068627450980392,0.122549019607843,0.009803921568627,0,1,2
10,25,1,0,25,1,0.039370078740158,0.098425196850394,0.003937007874016,0,1,2
6,52,3,0,52,2,0.015665796344648,0.135770234986945,0.007832898172324,0,1,2
7,23,2,0,23,1,0.026119402985075,0.085820895522388,0.007462686567164,0,1,2
9,25,2,0,25,0,0.031802120141343,0.088339222614841,0.007067137809187,0,1,2
10,34,2,0,34,0,0.033222591362126,0.112956810631229,0.006644518272425,0,1,2
11,53,8,0,53,1,0.027707808564232,0.133501259445844,0.020151133501259,0,1,2
14,34,4,1,34,0,0.036553524804178,0.088772845953003,0.010443864229765,0.002610966057441,1,2
8,28,4,0,28,0,0.038834951456311,0.135922330097087,0.019417475728155,0,1,2
6,35,2,0,35,0,0.018181818181818,0.106060606060606,0.006060606060606,0,1,2
18,55,5,0,55,0,0.041860465116279,0.127906976744186,0.011627906976744,0,1,2
13,64,4,1,64,0,0.027196652719665,0.133891213389121,0.00836820083682,0.002092050209205,1,2
4,34,2,0,34,0,0.013888888888889,0.118055555555556,0.006944444444444,0,1,2
14,43,1,0,43,2,0.045901639344262,0.140983606557377,0.00327868852459,0,1,3
18,35,0,0,35,0,0.055045871559633,0.107033639143731,0,0,1,3
13,29,1,0,29,0,0.042345276872964,0.094462540716612,0.003257328990228,0,1,3
13,24,1,0,24,0,0.042071197411003,0.077669902912621,0.003236245954693,0,1,3
6,30,0,0,30,0,0.033707865168539,0.168539325842697,0,0,1,1
5,9,0,0,9,0,0.056818181818182,0.102272727272727,0,0,1,1
6,12,0,0,12,0,0.038709677419355,0.07741935483871,0,0,1,1
6,7,0,0,7,0,0.058823529411765,0.068627450980392,0,0,1,1
8,12,0,0,12,1,0.049382716049383,0.074074074074074,0,0,1,1
9,29,2,0,29,2,0.027692307692308,0.089230769230769,0.006153846153846,0,1,1
9,26,2,0,26,2,0.049723756906077,0.143646408839779,0.011049723756906,0,1,1
0,4,1,0,4,0,0,0.07843137254902,0.019607843137255,0,1,1
4,13,2,0,13,1,0.037037037037037,0.12037037037037,0.018518518518519,0,1,1
6,14,0,0,14,1,0.063157894736842,0.147368421052632,0,0,1,1
5,10,1,0,10,1,0.044642857142857,0.089285714285714,0.008928571428571,0,1,1
8,10,1,0,10,0,0.080808080808081,0.101010101010101,0.01010101010101,0,1,1
5,21,2,0,21,0,0.03125,0.13125,0.0125,0,1,1
5,8,0,0,8,0,0.051020408163265,0.081632653061225,0,0,1,1
5,16,0,0,16,0,0.057471264367816,0.183908045977011,0,0,1,1
0,7,0,0,7,1,0,0.095890410958904,0,0,1,1
6,15,0,0,15,0,0.046875,0.1171875,0,0,1,1
7,10,0,0,10,0,0.068627450980392,0.098039215686275,0,0,1,1
0,9,3,0,9,0,0,0.111111111111111,0.037037037037037,0,1,1
3,5,0,0,5,0,0.046875,0.078125,0,0,1,1
11,29,2,0,29,0,0.061111111111111,0.161111111111111,0.011111111111111,0,1,1
2,11,0,0,11,0,0.021052631578947,0.115789473684211,0,0,1,1
4,24,1,0,24,1,0.025157232704403,0.150943396226415,0.006289308176101,0,1,1
6,17,1,0,17,1,0.058252427184466,0.16504854368932,0.009708737864078,0,1,1
10,29,3,0,29,0,0.055555555555556,0.161111111111111,0.016666666666667,0,1,1
16,39,3,0,39,0,0.061776061776062,0.150579150579151,0.011583011583012,0,1,1
5,36,0,0,36,2,0.020080321285141,0.144578313253012,0,0,1,1
11,29,2,0,29,0,0.046413502109705,0.122362869198312,0.008438818565401,0,1,1
4,10,1,0,10,0,0.034782608695652,0.08695652173913,0.008695652173913,0,1,1
0,9,1,0,9,0,0,0.096774193548387,0.010752688172043,0,1,1
3,7,0,0,7,1,0.041095890410959,0.095890410958904,0,0,1,1
4,11,1,0,11,0,0.028169014084507,0.077464788732394,0.007042253521127,0,1,1
4,7,0,0,7,0,0.054794520547945,0.095890410958904,0,0,1,1
13,22,0,0,22,0,0.076923076923077,0.130177514792899,0,0,1,1
8,17,0,0,17,1,0.061068702290076,0.129770992366412,0,0,1,1
9,18,1,0,18,0,0.068181818181818,0.136363636363636,0.007575757575758,0,1,1
8,26,3,0,26,1,0.05,0.1625,0.01875,0,1,1
14,28,0,0,28,0,0.08695652173913,0.173913043478261,0,0,1,1
17,25,0,0,25,0,0.074235807860262,0.109170305676856,0,0,1,1
10,27,2,0,27,0,0.054347826086957,0.146739130434783,0.010869565217391,0,1,1
6,12,0,0,12,0,0.074074074074074,0.148148148148148,0,0,1,1
5,8,0,0,8,0,0.04950495049505,0.079207920792079,0,0,1,1
10,25,0,0,25,0,0.05524861878453,0.138121546961326,0,0,1,1
14,63,6,0,63,2,0.032710280373832,0.147196261682243,0.014018691588785,0,1,1
3,27,2,0,27,2,0.012295081967213,0.110655737704918,0.008196721311475,0,1,1
10,27,1,0,27,1,0.038022813688213,0.102661596958175,0.003802281368821,0,1,1
19,41,2,1,41,0,0.052197802197802,0.112637362637363,0.005494505494505,0.002747252747253,1,1
11,15,0,0,15,1,0.065476190476191,0.089285714285714,0,0,1,1
6,14,1,0,14,2,0.041379310344828,0.096551724137931,0.006896551724138,0,1,1
1,3,0,0,3,1,0.020833333333333,0.0625,0,0,1,1
2,4,2,0,4,0,0.021739130434783,0.043478260869565,0.021739130434783,0,1,1
12,22,1,0,22,0,0.077922077922078,0.142857142857143,0.006493506493506,0,1,1
4,13,1,0,13,1,0.026845637583893,0.087248322147651,0.006711409395973,0,1,1
6,9,0,1,9,0,0.075,0.1125,0,0.0125,1,1
14,21,0,0,21,2,0.081395348837209,0.122093023255814,0,0,1,1
5,11,0,0,11,1,0.03448275862069,0.075862068965517,0,0,1,1
5,8,0,0,8,0,0.053191489361702,0.085106382978723,0,0,1,1
9,44,1,0,44,1,0.034090909090909,0.166666666666667,0.003787878787879,0,1,1
2,23,1,0,23,3,0.010695187165775,0.122994652406417,0.005347593582888,0,1,1
12,26,1,1,26,0,0.049792531120332,0.107883817427386,0.004149377593361,0.004149377593361,1,1
4,11,0,0,11,0,0.028368794326241,0.078014184397163,0,0,1,1
5,14,2,0,14,1,0.037313432835821,0.104477611940299,0.014925373134328,0,1,1
12,17,1,0,17,0,0.104347826086957,0.147826086956522,0.008695652173913,0,1,1
8,16,0,0,16,0,0.033898305084746,0.067796610169492,0,0,1,1
