Number of Connectives: Mendes Additive Connectives,Number of Connectives: Mendes All Connectives,Number of Connectives: Mendes Causal Connectives,Number of Connectives: Mendes Concessive Connectives,Number of Connectives: Mendes Single-Word Connectives,Number of Connectives: Mendes Temporal Connectives,Cohesive Complexity Feature: Mendes Additive Connectives per Token,Cohesive Complexity Feature: Mendes All Connectives per Token,Cohesive Complexity Feature: Mendes Causal Connectives per Token,Cohesive Complexity Feature: Mendes Concessive Connectives per Token,Cohesive Complexity Feature: Mendes Single-Word Connectives per Connective,Level
12,23,2,0,23,0,0.026905829596413,0.051569506726457,0.004484304932735,0,1,2
14,42,2,0,42,0,0.032710280373832,0.098130841121495,0.004672897196262,0,1,2
18,40,2,0,40,0,0.043062200956938,0.095693779904306,0.004784688995215,0,1,2
11,45,7,0,45,1,0.03416149068323,0.139751552795031,0.021739130434783,0,1,2
7,31,0,0,31,1,0.020771513353116,0.091988130563798,0,0,1,2
13,41,4,0,41,2,0.025440313111546,0.080234833659491,0.007827788649706,0,1,2
15,72,10,0,72,1,0.025041736227045,0.120200333889816,0.01669449081803,0,1,2
4,33,2,0,33,2,0.00767754318618,0.063339731285989,0.00383877159309,0,1,2
13,59,4,0,59,0,0.023550724637681,0.106884057971014,0.007246376811594,0,1,2
7,32,2,0,32,1,0.014767932489452,0.067510548523207,0.0042194092827,0,1,2
9,46,4,0,46,1,0.024861878453039,0.12707182320442,0.011049723756906,0,1,2
15,49,2,0,49,2,0.032751091703057,0.106986899563319,0.004366812227074,0,1,2
13,38,4,0,38,1,0.036931818181818,0.107954545454545,0.011363636363636,0,1,2
15,65,4,0,65,0,0.026408450704225,0.11443661971831,0.007042253521127,0,1,2
19,58,4,0,58,3,0.035120147874307,0.10720887245841,0.007393715341959,0,1,2
23,59,5,0,59,2,0.036858974358974,0.094551282051282,0.008012820512821,0,1,2
17,69,2,0,69,7,0.031716417910448,0.128731343283582,0.003731343283582,0,1,2
14,46,4,0,46,2,0.026465028355388,0.08695652173913,0.007561436672968,0,1,2
15,26,1,0,26,0,0.033259423503326,0.057649667405765,0.002217294900222,0,1,2
15,52,6,0,52,1,0.027322404371585,0.09471766848816,0.010928961748634,0,1,2
23,52,5,0,52,2,0.047325102880658,0.106995884773663,0.010288065843621,0,1,2
30,69,5,0,69,2,0.055658627087199,0.128014842300557,0.009276437847866,0,1,2
16,43,5,0,43,1,0.031558185404339,0.084812623274162,0.009861932938856,0,1,2
20,51,3,0,51,0,0.033613445378151,0.085714285714286,0.005042016806723,0,1,2
11,71,2,0,71,8,0.018581081081081,0.119932432432432,0.003378378378378,0,1,2
16,71,4,1,71,4,0.028070175438597,0.124561403508772,0.007017543859649,0.001754385964912,1,2
13,36,3,0,36,0,0.031862745098039,0.088235294117647,0.007352941176471,0,1,2
11,38,3,0,38,1,0.02191235059761,0.075697211155379,0.00597609561753,0,1,2
19,33,1,0,33,0,0.04726368159204,0.082089552238806,0.002487562189055,0,1,2
15,43,2,0,43,2,0.026132404181185,0.074912891986063,0.003484320557491,0,1,2
16,52,4,0,52,1,0.033684210526316,0.109473684210526,0.008421052631579,0,1,2
7,55,3,1,55,3,0.014736842105263,0.115789473684211,0.006315789473684,0.002105263157895,1,2
16,53,6,0,53,2,0.029090909090909,0.096363636363636,0.010909090909091,0,1,2
6,45,3,0,45,1,0.01056338028169,0.079225352112676,0.005281690140845,0,1,2
17,49,4,0,49,0,0.039170506912442,0.112903225806452,0.009216589861751,0,1,2
18,50,2,0,50,0,0.033088235294118,0.091911764705882,0.003676470588235,0,1,2
13,75,7,0,75,2,0.021172638436482,0.12214983713355,0.011400651465798,0,1,2
6,38,5,1,38,2,0.013157894736842,0.083333333333333,0.010964912280702,0.00219298245614,1,2
13,42,1,0,42,1,0.024390243902439,0.078799249530957,0.00187617260788,0,1,2
23,49,1,0,49,2,0.048319327731092,0.102941176470588,0.002100840336134,0,1,2
20,39,4,0,39,0,0.042105263157895,0.082105263157895,0.008421052631579,0,1,2
25,76,4,0,76,3,0.040849673202614,0.124183006535948,0.006535947712418,0,1,2
8,25,2,0,25,0,0.022535211267606,0.070422535211268,0.005633802816901,0,1,2
12,48,5,1,48,1,0.026548672566372,0.106194690265487,0.011061946902655,0.002212389380531,1,2
23,45,3,0,45,1,0.059278350515464,0.115979381443299,0.007731958762887,0,1,2
4,23,3,1,23,0,0.011363636363636,0.065340909090909,0.008522727272727,0.002840909090909,1,2
8,36,3,0,36,1,0.022792022792023,0.102564102564103,0.008547008547009,0,1,2
9,36,5,0,36,0,0.024390243902439,0.097560975609756,0.013550135501355,0,1,2
9,47,2,0,47,0,0.015254237288136,0.079661016949153,0.003389830508475,0,1,2
14,60,4,0,60,0,0.020864381520119,0.089418777943368,0.005961251862891,0,1,2
6,43,8,1,43,0,0.015748031496063,0.112860892388451,0.020997375328084,0.002624671916011,1,2
5,38,11,0,38,0,0.012224938875306,0.092909535452323,0.026894865525672,0,1,2
5,33,4,0,33,0,0.014792899408284,0.097633136094675,0.011834319526627,0,1,2
6,34,3,1,34,0,0.018633540372671,0.105590062111801,0.009316770186335,0.003105590062112,1,2
6,31,4,0,31,1,0.01840490797546,0.095092024539877,0.012269938650307,0,1,2
12,43,4,0,43,0,0.029268292682927,0.104878048780488,0.009756097560976,0,1,2
10,31,3,0,31,1,0.03030303030303,0.093939393939394,0.009090909090909,0,1,2
10,42,5,0,42,1,0.029940119760479,0.125748502994012,0.01497005988024,0,1,2
21,49,2,0,49,0,0.039252336448598,0.091588785046729,0.003738317757009,0,1,2
6,32,3,1,32,1,0.018018018018018,0.096096096096096,0.009009009009009,0.003003003003003,1,2
4,28,1,0,28,2,0.009685230024213,0.067796610169492,0.002421307506053,0,1,2
8,34,4,0,34,0,0.023391812865497,0.099415204678363,0.011695906432749,0,1,2
18,46,6,0,46,0,0.033834586466165,0.086466165413534,0.011278195488722,0,1,2
10,27,2,0,27,1,0.031055900621118,0.083850931677019,0.006211180124224,0,1,2
5,32,2,0,32,1,0.014450867052023,0.092485549132948,0.005780346820809,0,1,2
4,29,0,0,29,0,0.012121212121212,0.087878787878788,0,0,1,2
11,38,3,0,38,0,0.029569892473118,0.102150537634409,0.008064516129032,0,1,2
2,43,7,0,43,1,0.003656307129799,0.078610603290676,0.012797074954296,0,1,2
11,29,3,0,29,0,0.033434650455927,0.088145896656535,0.009118541033435,0,1,2
9,31,2,0,31,0,0.024193548387097,0.083333333333333,0.005376344086022,0,1,2
3,31,4,0,31,1,0.008823529411765,0.091176470588235,0.011764705882353,0,1,2
11,29,2,0,29,2,0.027568922305764,0.072681704260652,0.005012531328321,0,1,2
12,37,0,0,37,0,0.034782608695652,0.107246376811594,0,0,1,2
11,43,3,0,43,3,0.030812324929972,0.120448179271709,0.008403361344538,0,1,2
11,41,2,0,41,0,0.029649595687332,0.110512129380054,0.005390835579515,0,1,2
8,35,4,1,35,0,0.024539877300614,0.107361963190184,0.012269938650307,0.003067484662577,1,2
13,52,10,0,52,1,0.02195945945946,0.087837837837838,0.016891891891892,0,1,2
26,65,3,0,65,2,0.0416,0.104,0.0048,0,1,2
19,51,4,1,51,0,0.036964980544747,0.099221789883269,0.007782101167315,0.001945525291829,1,2
14,34,0,1,34,0,0.038888888888889,0.094444444444444,0,0.002777777777778,1,2
8,30,1,1,30,0,0.023880597014925,0.08955223880597,0.002985074626866,0.002985074626866,1,2
5,32,0,1,32,3,0.014577259475219,0.093294460641399,0,0.002915451895044,1,2
10,48,0,0,48,2,0.025316455696203,0.121518987341772,0,0,1,2
6,38,4,1,38,0,0.018181818181818,0.115151515151515,0.012121212121212,0.003030303030303,1,2
8,46,3,1,46,0,0.018561484918794,0.106728538283063,0.006960556844548,0.002320185614849,1,2
5,28,4,1,28,1,0.013927576601671,0.077994428969359,0.011142061281337,0.002785515320334,1,2
12,36,2,0,36,0,0.022727272727273,0.068181818181818,0.003787878787879,0,1,2
14,31,1,0,31,0,0.042944785276074,0.095092024539877,0.003067484662577,0,1,2
13,39,7,0,39,0,0.0276008492569,0.082802547770701,0.014861995753716,0,1,2
11,41,2,0,41,0,0.032448377581121,0.12094395280236,0.005899705014749,0,1,2
8,26,3,0,26,0,0.023529411764706,0.076470588235294,0.008823529411765,0,1,2
9,24,2,0,24,0,0.027027027027027,0.072072072072072,0.006006006006006,0,1,2
4,25,1,0,25,1,0.011695906432749,0.073099415204678,0.002923976608187,0,1,2
6,30,0,0,30,1,0.017492711370262,0.087463556851312,0,0,1,2
13,38,5,0,38,0,0.03834808259587,0.112094395280236,0.014749262536873,0,1,2
8,30,2,0,30,1,0.022408963585434,0.084033613445378,0.005602240896359,0,1,2
14,26,0,0,26,2,0.039325842696629,0.073033707865169,0,0,1,2
20,46,4,0,46,0,0.037950664136622,0.087286527514232,0.007590132827324,0,1,2
12,29,3,0,29,1,0.035608308605341,0.086053412462908,0.008902077151335,0,1,2
10,24,1,0,24,0,0.028571428571429,0.068571428571429,0.002857142857143,0,1,2
9,27,3,0,27,5,0.025862068965517,0.077586206896552,0.008620689655172,0,1,2
13,25,3,0,25,2,0.038805970149254,0.074626865671642,0.008955223880597,0,1,2
5,24,1,0,24,0,0.015243902439024,0.073170731707317,0.003048780487805,0,1,2
12,43,1,0,43,0,0.037037037037037,0.132716049382716,0.003086419753086,0,1,2
8,31,0,0,31,2,0.023880597014925,0.092537313432836,0,0,1,2
7,33,3,0,33,0,0.01994301994302,0.094017094017094,0.008547008547009,0,1,2
3,24,1,0,24,0,0.009090909090909,0.072727272727273,0.003030303030303,0,1,2
10,36,5,1,36,0,0.023201856148492,0.083526682134571,0.011600928074246,0.002320185614849,1,2
11,31,1,0,31,0,0.032448377581121,0.091445427728614,0.002949852507375,0,1,2
8,25,0,0,25,1,0.023255813953488,0.072674418604651,0,0,1,2
12,29,1,0,29,2,0.03680981595092,0.088957055214724,0.003067484662577,0,1,2
12,44,5,0,44,1,0.032171581769437,0.117962466487936,0.013404825737265,0,1,2
9,28,0,0,28,0,0.026785714285714,0.083333333333333,0,0,1,2
9,33,5,0,33,0,0.027272727272727,0.1,0.015151515151515,0,1,2
11,27,3,0,27,0,0.033232628398792,0.081570996978852,0.009063444108761,0,1,2
9,23,0,0,23,0,0.025210084033613,0.064425770308123,0,0,1,2
12,43,2,0,43,0,0.027272727272727,0.097727272727273,0.004545454545455,0,1,2
8,26,3,0,26,0,0.023460410557185,0.07624633431085,0.008797653958944,0,1,2
16,64,6,0,64,1,0.031372549019608,0.125490196078431,0.011764705882353,0,1,2
9,24,2,0,24,0,0.027027027027027,0.072072072072072,0.006006006006006,0,1,2
5,34,3,0,34,2,0.013736263736264,0.093406593406593,0.008241758241758,0,1,2
12,47,4,0,47,1,0.02745995423341,0.107551487414188,0.009153318077803,0,1,2
4,31,3,0,31,0,0.011428571428571,0.088571428571429,0.008571428571429,0,1,2
4,25,1,0,25,0,0.012232415902141,0.076452599388379,0.003058103975535,0,1,2
13,29,2,0,29,0,0.037356321839081,0.083333333333333,0.005747126436782,0,1,2
7,25,0,0,25,0,0.021875,0.078125,0,0,1,2
13,43,1,0,43,2,0.031630170316302,0.104622871046229,0.002433090024331,0,1,2
8,34,1,0,34,0,0.024316109422492,0.103343465045593,0.003039513677812,0,1,2
17,44,3,1,44,0,0.03953488372093,0.102325581395349,0.006976744186047,0.002325581395349,1,2
6,38,1,1,38,1,0.016129032258065,0.102150537634409,0.002688172043011,0.002688172043011,1,2
8,36,4,0,36,1,0.021447721179625,0.096514745308311,0.010723860589812,0,1,2
10,28,1,1,28,1,0.031152647975078,0.087227414330218,0.003115264797508,0.003115264797508,1,2
8,27,2,0,27,1,0.022988505747126,0.077586206896552,0.005747126436782,0,1,2
8,26,2,0,26,2,0.021621621621622,0.07027027027027,0.005405405405405,0,1,2
11,28,1,0,28,0,0.033333333333333,0.084848484848485,0.003030303030303,0,1,2
12,33,1,0,33,1,0.037383177570094,0.102803738317757,0.003115264797508,0,1,2
11,33,1,0,33,0,0.033434650455927,0.100303951367781,0.003039513677812,0,1,2
9,45,5,0,45,0,0.018108651911469,0.090543259557344,0.010060362173038,0,1,2
5,29,1,0,29,0,0.014925373134328,0.086567164179105,0.002985074626866,0,1,2
7,38,2,0,38,2,0.020648967551622,0.112094395280236,0.005899705014749,0,1,2
9,28,2,1,28,0,0.027272727272727,0.084848484848485,0.006060606060606,0.003030303030303,1,2
17,38,3,0,38,2,0.053627760252366,0.1198738170347,0.009463722397476,0,1,2
11,34,2,0,34,2,0.032448377581121,0.100294985250737,0.005899705014749,0,1,2
11,33,1,0,33,2,0.03030303030303,0.090909090909091,0.002754820936639,0,1,2
14,43,5,0,43,0,0.027184466019418,0.083495145631068,0.009708737864078,0,1,2
6,22,2,0,22,0,0.016713091922006,0.061281337047354,0.005571030640669,0,1,2
8,41,1,0,41,3,0.014571948998179,0.074681238615665,0.001821493624772,0,1,2
8,30,1,0,30,4,0.024024024024024,0.09009009009009,0.003003003003003,0,1,2
14,69,1,0,69,5,0.026365348399247,0.129943502824859,0.001883239171375,0,1,2
26,64,5,0,64,1,0.039393939393939,0.096969696969697,0.007575757575758,0,1,2
9,29,1,0,29,2,0.02710843373494,0.087349397590361,0.003012048192771,0,1,2
15,51,2,0,51,1,0.03030303030303,0.103030303030303,0.004040404040404,0,1,2
15,29,1,0,29,0,0.046296296296296,0.089506172839506,0.003086419753086,0,1,2
26,64,1,0,64,0,0.040625,0.1,0.0015625,0,1,2
7,41,1,0,41,0,0.021084337349398,0.123493975903614,0.003012048192771,0,1,2
8,41,6,0,41,0,0.023598820058997,0.12094395280236,0.017699115044248,0,1,2
6,26,4,0,26,0,0.017804154302671,0.077151335311573,0.01186943620178,0,1,2
5,21,2,0,21,2,0.015337423312883,0.06441717791411,0.006134969325153,0,1,2
24,63,4,0,63,3,0.043087971274686,0.11310592459605,0.007181328545781,0,1,2
5,31,3,0,31,1,0.015576323987539,0.096573208722741,0.009345794392523,0,1,2
7,39,1,0,39,0,0.021739130434783,0.12111801242236,0.003105590062112,0,1,2
2,33,2,0,33,1,0.006006006006006,0.099099099099099,0.006006006006006,0,1,2
14,38,2,0,38,0,0.041297935103245,0.112094395280236,0.005899705014749,0,1,2
7,33,1,0,33,1,0.020833333333333,0.098214285714286,0.00297619047619,0,1,2
20,72,3,0,72,2,0.0355871886121,0.128113879003559,0.005338078291815,0,1,2
10,31,1,0,31,3,0.028571428571429,0.088571428571429,0.002857142857143,0,1,2
5,24,2,0,24,0,0.014749262536873,0.070796460176991,0.005899705014749,0,1,2
19,41,2,0,41,3,0.035647279549719,0.076923076923077,0.00375234521576,0,1,2
11,54,6,0,54,5,0.02059925093633,0.101123595505618,0.01123595505618,0,1,2
6,29,2,0,29,2,0.01875,0.090625,0.00625,0,1,2
16,44,3,0,44,0,0.038004750593824,0.104513064133017,0.007125890736342,0,1,2
7,40,3,1,40,0,0.021021021021021,0.12012012012012,0.009009009009009,0.003003003003003,1,2
8,25,0,0,25,1,0.023255813953488,0.072674418604651,0,0,1,2
8,19,0,0,19,0,0.024539877300614,0.058282208588957,0,0,1,2
17,31,2,0,31,0,0.045333333333333,0.082666666666667,0.005333333333333,0,1,2
7,29,6,0,29,0,0.02089552238806,0.086567164179105,0.017910447761194,0,1,2
11,39,2,1,39,0,0.025700934579439,0.091121495327103,0.004672897196262,0.002336448598131,1,2
7,34,0,0,34,1,0.020771513353116,0.100890207715134,0,0,1,2
14,62,5,0,62,2,0.026022304832714,0.115241635687732,0.009293680297398,0,1,2
13,38,0,0,38,1,0.027310924369748,0.079831932773109,0,0,1,2
13,61,6,0,61,1,0.023255813953488,0.10912343470483,0.010733452593918,0,1,2
15,41,3,0,41,0,0.045317220543807,0.123867069486405,0.009063444108761,0,1,2
12,54,7,0,54,4,0.030927835051546,0.139175257731959,0.018041237113402,0,1,2
11,45,1,0,45,1,0.02972972972973,0.121621621621622,0.002702702702703,0,1,2
13,47,8,0,47,0,0.040372670807453,0.145962732919255,0.024844720496894,0,1,2
10,44,2,0,44,1,0.030959752321981,0.136222910216718,0.006191950464396,0,1,2
13,51,3,0,51,0,0.032338308457711,0.126865671641791,0.007462686567164,0,1,2
6,22,0,0,22,1,0.017191977077364,0.063037249283668,0,0,1,2
10,33,1,1,33,2,0.02724795640327,0.08991825613079,0.002724795640327,0.002724795640327,1,2
11,32,0,0,32,1,0.032258064516129,0.093841642228739,0,0,1,2
12,39,0,0,39,2,0.03448275862069,0.112068965517241,0,0,1,2
16,47,3,2,47,1,0.02787456445993,0.081881533101045,0.005226480836237,0.003484320557491,1,2
16,44,3,0,44,0,0.038369304556355,0.105515587529976,0.007194244604317,0,1,2
4,19,0,0,19,0,0.011204481792717,0.053221288515406,0,0,1,2
9,29,3,0,29,0,0.025862068965517,0.083333333333333,0.008620689655172,0,1,2
12,44,9,0,44,0,0.026373626373626,0.096703296703297,0.01978021978022,0,1,2
8,45,4,2,45,0,0.024844720496894,0.139751552795031,0.012422360248447,0.006211180124224,1,2
10,49,4,0,49,1,0.026109660574413,0.127937336814621,0.010443864229765,0,1,2
7,44,3,0,44,0,0.01994301994302,0.125356125356125,0.008547008547009,0,1,2
7,33,1,0,33,2,0.019886363636364,0.09375,0.002840909090909,0,1,2
11,40,3,1,40,1,0.023157894736842,0.08421052631579,0.006315789473684,0.002105263157895,1,2
20,43,3,0,43,0,0.058651026392962,0.126099706744868,0.008797653958944,0,1,2
13,33,4,0,33,1,0.038123167155425,0.096774193548387,0.011730205278592,0,1,2
7,27,2,0,27,0,0.01949860724234,0.075208913649025,0.005571030640669,0,1,2
9,25,0,0,25,1,0.025069637883008,0.069637883008357,0,0,1,2
6,24,2,0,24,1,0.016713091922006,0.066852367688022,0.005571030640669,0,1,2
12,48,5,0,48,1,0.019230769230769,0.076923076923077,0.008012820512821,0,1,2
20,51,2,0,51,2,0.031595576619273,0.080568720379147,0.003159557661927,0,1,2
11,34,3,0,34,2,0.031884057971015,0.098550724637681,0.008695652173913,0,1,2
15,34,2,0,34,0,0.044776119402985,0.101492537313433,0.005970149253731,0,1,2
7,33,5,0,33,0,0.02089552238806,0.098507462686567,0.014925373134328,0,1,2
15,57,3,0,57,0,0.023584905660377,0.089622641509434,0.004716981132075,0,1,2
9,72,4,1,72,2,0.017543859649123,0.140350877192982,0.007797270955166,0.001949317738791,1,2
14,44,6,0,44,0,0.027667984189723,0.08695652173913,0.011857707509881,0,1,2
10,51,8,0,51,1,0.016420361247948,0.083743842364532,0.013136288998358,0,1,2
7,40,3,1,40,0,0.018766756032172,0.107238605898123,0.008042895442359,0.002680965147453,1,2
17,41,2,0,41,2,0.041871921182266,0.100985221674877,0.004926108374384,0,1,2
10,31,0,0,31,1,0.02092050209205,0.064853556485356,0,0,1,2
9,38,3,0,38,0,0.024725274725275,0.104395604395604,0.008241758241758,0,1,2
15,38,2,0,38,2,0.02970297029703,0.075247524752475,0.003960396039604,0,1,2
9,40,0,0,40,2,0.01669758812616,0.074211502782931,0,0,1,2
16,61,1,0,61,1,0.036613272311213,0.139588100686499,0.002288329519451,0,1,2
14,35,3,0,35,2,0.032482598607889,0.081206496519722,0.006960556844548,0,1,2
6,35,3,0,35,1,0.012658227848101,0.073839662447257,0.006329113924051,0,1,2
15,40,1,0,40,1,0.034403669724771,0.091743119266055,0.002293577981651,0,1,2
6,29,2,0,29,1,0.016129032258065,0.077956989247312,0.005376344086022,0,1,2
20,49,4,0,49,1,0.031796502384738,0.077901430842607,0.006359300476948,0,1,2
8,36,0,0,36,2,0.019323671497585,0.08695652173913,0,0,1,2
13,34,4,0,34,2,0.0276008492569,0.072186836518047,0.008492569002123,0,1,2
9,35,1,0,35,2,0.019396551724138,0.075431034482759,0.002155172413793,0,1,2
12,20,3,0,20,0,0.034782608695652,0.057971014492754,0.008695652173913,0,1,2
20,79,3,1,79,1,0.034188034188034,0.135042735042735,0.005128205128205,0.001709401709402,1,2
9,49,2,0,49,1,0.014285714285714,0.077777777777778,0.003174603174603,0,1,2
10,28,3,0,28,1,0.024509803921569,0.068627450980392,0.007352941176471,0,1,2
22,69,6,0,69,0,0.039076376554174,0.122557726465364,0.010657193605684,0,1,2
13,40,3,0,40,2,0.028446389496718,0.087527352297593,0.006564551422319,0,1,2
9,30,3,0,30,0,0.020785219399538,0.069284064665127,0.006928406466513,0,1,2
12,42,3,0,42,1,0.035087719298246,0.12280701754386,0.008771929824561,0,1,2
16,51,2,0,51,3,0.03265306122449,0.104081632653061,0.004081632653061,0,1,2
24,64,7,0,64,4,0.037325038880249,0.099533437013997,0.010886469673406,0,1,2
8,26,1,0,26,0,0.020833333333333,0.067708333333333,0.002604166666667,0,1,2
20,45,1,0,45,1,0.044543429844098,0.10022271714922,0.002227171492205,0,1,2
18,54,5,0,54,2,0.034682080924856,0.104046242774566,0.009633911368015,0,1,2
20,40,6,0,40,1,0.045766590389016,0.091533180778032,0.013729977116705,0,1,2
17,54,4,0,54,0,0.031021897810219,0.098540145985402,0.007299270072993,0,1,2
5,23,3,0,23,1,0.014836795252226,0.068249258160237,0.008902077151335,0,1,2
18,48,3,0,48,0,0.03302752293578,0.088073394495413,0.005504587155963,0,1,2
10,43,6,0,43,2,0.020040080160321,0.086172344689379,0.012024048096192,0,1,2
14,41,5,0,41,0,0.035532994923858,0.104060913705584,0.012690355329949,0,1,2
16,41,1,0,41,1,0.036281179138322,0.09297052154195,0.002267573696145,0,1,2
14,49,8,0,49,0,0.033096926713948,0.115839243498818,0.018912529550827,0,1,2
18,51,2,0,51,3,0.038216560509554,0.10828025477707,0.004246284501062,0,1,2
3,27,0,0,27,0,0.006369426751592,0.057324840764331,0,0,1,2
3,25,1,0,25,0,0.006711409395973,0.05592841163311,0.002237136465324,0,1,2
8,27,2,0,27,1,0.019002375296912,0.064133016627078,0.004750593824228,0,1,2
14,41,2,0,41,3,0.030769230769231,0.09010989010989,0.004395604395604,0,1,2
11,53,4,3,53,2,0.022357723577236,0.107723577235772,0.008130081300813,0.00609756097561,1,2
10,70,4,0,70,7,0.016556291390729,0.115894039735099,0.006622516556291,0,1,2
23,58,2,0,58,2,0.04136690647482,0.10431654676259,0.003597122302158,0,1,2
16,44,2,0,44,2,0.031746031746032,0.087301587301587,0.003968253968254,0,1,2
16,39,4,0,39,2,0.032064128256513,0.078156312625251,0.008016032064128,0,1,2
12,37,1,0,37,1,0.02803738317757,0.086448598130841,0.002336448598131,0,1,2
17,51,6,0,51,1,0.038288288288288,0.114864864864865,0.013513513513514,0,1,2
17,40,3,0,40,0,0.039351851851852,0.092592592592593,0.006944444444444,0,1,2
15,41,0,0,41,0,0.029880478087649,0.081673306772908,0,0,1,2
10,43,0,0,43,0,0.018796992481203,0.080827067669173,0,0,1,2
11,45,5,0,45,3,0.025522041763341,0.104408352668213,0.011600928074246,0,1,2
6,54,6,2,54,1,0.010714285714286,0.096428571428571,0.010714285714286,0.003571428571429,1,2
11,33,1,0,33,1,0.023206751054852,0.069620253164557,0.00210970464135,0,1,2
6,30,4,0,30,1,0.016085790884719,0.080428954423593,0.010723860589812,0,1,2
15,45,4,0,45,1,0.033783783783784,0.101351351351351,0.009009009009009,0,1,2
14,47,5,0,47,0,0.031111111111111,0.104444444444444,0.011111111111111,0,1,2
17,44,12,0,44,2,0.042929292929293,0.111111111111111,0.03030303030303,0,1,2
7,28,2,0,28,0,0.018421052631579,0.073684210526316,0.005263157894737,0,1,2
10,37,2,0,37,1,0.022727272727273,0.084090909090909,0.004545454545455,0,1,2
9,32,1,0,32,0,0.023376623376623,0.083116883116883,0.002597402597403,0,1,2
15,52,1,0,52,0,0.025641025641026,0.088888888888889,0.001709401709402,0,1,2
6,32,4,0,32,1,0.014705882352941,0.07843137254902,0.009803921568627,0,1,2
20,43,2,0,43,1,0.053908355795148,0.115902964959569,0.005390835579515,0,1,2
5,25,4,1,25,0,0.013123359580053,0.065616797900263,0.010498687664042,0.002624671916011,1,3
9,20,4,0,20,1,0.024523160762943,0.05449591280654,0.010899182561308,0,1,3
14,46,0,0,46,4,0.021806853582555,0.071651090342679,0,0,1,3
7,45,8,0,45,0,0.020408163265306,0.131195335276968,0.02332361516035,0,1,3
5,35,2,0,35,1,0.013440860215054,0.094086021505376,0.005376344086022,0,1,3
12,52,5,0,52,0,0.026431718061674,0.114537444933921,0.011013215859031,0,1,3
10,55,8,0,55,5,0.01841620626151,0.101289134438306,0.014732965009208,0,1,3
17,44,9,0,44,1,0.046831955922865,0.121212121212121,0.024793388429752,0,1,3
6,31,3,0,31,0,0.01255230125523,0.064853556485356,0.006276150627615,0,1,3
17,73,4,0,73,1,0.026729559748428,0.114779874213836,0.006289308176101,0,1,3
13,48,7,0,48,0,0.029082774049217,0.10738255033557,0.015659955257271,0,1,3
8,41,1,0,41,0,0.023460410557185,0.120234604105572,0.002932551319648,0,1,3
4,24,2,0,24,0,0.011904761904762,0.071428571428571,0.005952380952381,0,1,3
6,36,9,0,36,0,0.01685393258427,0.101123595505618,0.025280898876405,0,1,3
17,45,6,0,45,0,0.038812785388128,0.102739726027397,0.013698630136986,0,1,3
9,23,2,0,23,0,0.024324324324324,0.062162162162162,0.005405405405405,0,1,3
7,35,1,0,35,1,0.014957264957265,0.074786324786325,0.002136752136752,0,1,3
8,49,1,0,49,3,0.019047619047619,0.116666666666667,0.002380952380952,0,1,3
17,50,6,0,50,1,0.032136105860113,0.094517958412098,0.011342155009452,0,1,3
8,35,0,0,35,1,0.017543859649123,0.076754385964912,0,0,1,3
8,35,2,0,35,0,0.019900497512438,0.087064676616915,0.004975124378109,0,1,3
5,28,0,0,28,3,0.013157894736842,0.073684210526316,0,0,1,3
13,31,10,0,31,0,0.029345372460497,0.069977426636569,0.022573363431151,0,1,3
10,35,3,0,35,2,0.023980815347722,0.083932853717026,0.007194244604317,0,1,3
9,36,1,0,36,1,0.025787965616046,0.103151862464183,0.002865329512894,0,1,3
10,42,6,0,42,2,0.023364485981308,0.098130841121495,0.014018691588785,0,1,3
9,27,1,0,27,0,0.026392961876833,0.079178885630499,0.002932551319648,0,1,3
7,35,0,0,35,1,0.018970189701897,0.094850948509485,0,0,1,3
7,47,0,0,47,1,0.018041237113402,0.121134020618557,0,0,1,3
22,54,3,0,54,1,0.044534412955466,0.109311740890688,0.006072874493927,0,1,3
17,55,0,0,55,0,0.027597402597403,0.089285714285714,0,0,1,3
14,57,4,0,57,0,0.023294509151414,0.094841930116473,0.006655574043261,0,1,3
15,40,4,1,40,0,0.028735632183908,0.076628352490422,0.007662835249042,0.001915708812261,1,3
4,41,3,0,41,4,0.008474576271186,0.086864406779661,0.00635593220339,0,1,3
26,49,8,0,49,0,0.047272727272727,0.089090909090909,0.014545454545455,0,1,3
11,49,7,0,49,0,0.021653543307087,0.096456692913386,0.013779527559055,0,1,3
13,43,7,0,43,2,0.033248081841432,0.10997442455243,0.017902813299233,0,1,3
5,44,1,0,44,5,0.011520737327189,0.101382488479263,0.002304147465438,0,1,3
16,61,6,0,61,0,0.027586206896552,0.105172413793103,0.010344827586207,0,1,3
8,24,0,0,24,0,0.024539877300614,0.073619631901841,0,0,1,3
5,53,7,0,53,1,0.009596928982726,0.101727447216891,0.013435700575816,0,1,3
8,26,0,0,26,0,0.02416918429003,0.078549848942598,0,0,1,3
8,37,2,0,37,1,0.01980198019802,0.091584158415842,0.004950495049505,0,1,3
12,32,1,0,32,0,0.03448275862069,0.091954022988506,0.002873563218391,0,1,3
17,28,3,1,28,0,0.052631578947368,0.086687306501548,0.009287925696594,0.003095975232198,1,3
10,24,1,0,24,1,0.02724795640327,0.065395095367847,0.002724795640327,0,1,3
15,36,4,1,36,1,0.037406483790524,0.089775561097257,0.00997506234414,0.002493765586035,1,3
37,64,9,3,64,1,0.059294871794872,0.102564102564103,0.014423076923077,0.004807692307692,1,3
